location,network_name,ssid,bssid,security_type,band,bandwidth,phy,rssi,bi,age
GSR2-4,eduroam,eduroam,20:a6:cd:43:3c:72,wpa2-enterprise,5g136,40,n/ac,-91,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:62:1f:b0,wpa2-enterprise,5g120,40,n/ac,-91,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:62:a0:31,wpa2-enterprise,5g112,40,n/ac,-83,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:30:91,wpa2-enterprise,5g149,40,n/ac,-84,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:35:51,wpa2-enterprise,5g104,40,n/ac,-86,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:4a:31,wpa2-enterprise,5g124,40,n/ac,-89,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:4f:71,wpa2-enterprise,5g116,40,n/ac,-85,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:50:a1,wpa2-enterprise,2g11,20,n,-76,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:50:b1,wpa2-enterprise,5g153,40,n/ac,-64,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:57:41,wpa2-enterprise,2g11,20,n,-89,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:57:51,wpa2-enterprise,5g56,40,n/ac,-82,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:66:21,wpa2-enterprise,2g1,20,n,-84,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:66:31,wpa2-enterprise,5g48,40,n/ac,-89,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:6b:81,wpa2-enterprise,2g6,20,n,-44,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:6b:91,wpa2-enterprise,5g60,40,n/ac,-39,100,0ms
GSR2-4,eduroam,eduroam,b0:b8:67:63:7f:31,wpa2-enterprise,5g108,40,n/ac,-95,100,0ms
GSR2-4,eduroam,eduroam,b4:5d:50:fd:b4:c2,wpa2-enterprise,2g1,20,n,-75,100,0ms
GSR2-4,eduroam,eduroam,b4:5d:50:fd:b4:d2,wpa2-enterprise,5g52,40,n/ac,-88,100,0ms
GSR2-4,eduroam,eduroam,b4:5d:50:fe:41:92,wpa2-enterprise,5g100,40,n/ac,-94,100,0ms
GSR2-4,IROAD_X5_C1EFF3,IROAD_X5_C1EFF3,00:0f:00:c1:ef:f3,wpa2-personal,2g6,20,n,-80,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,18:64:72:4c:9a:71,open,5g36,40,n/ac,-79,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,20:a6:cd:43:3c:70,open,5g136,40,n/ac,-92,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:62:1f:b1,open,5g120,40,n/ac,-92,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:62:a0:30,open,5g112,40,n/ac,-83,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:30:90,open,5g149,40,n/ac,-84,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:35:50,open,5g104,40,n/ac,-86,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4a:30,open,5g124,40,n/ac,-89,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4f:70,open,5g116,40,n/ac,-85,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:50:a0,open,2g11,20,n,-75,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:50:b0,open,5g153,40,n/ac,-64,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:57:40,open,2g11,20,n,-80,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:57:50,open,5g56,40,n/ac,-82,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:66:20,open,2g1,20,n,-84,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:66:30,open,5g48,40,n/ac,-89,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:6b:80,open,2g6,20,n,-44,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:6b:90,open,5g60,40,n/ac,-37,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b0:b8:67:63:7f:30,open,5g108,40,n/ac,-95,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b0:80,open,2g11,20,n,-88,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b4:c0,open,2g1,20,n,-82,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b4:d0,open,5g52,40,n/ac,-87,100,0ms
GSR2-4,SMU_Visitor,SMU_Visitor,b4:5d:50:fe:41:90,open,5g100,40,n/ac,-93,100,0ms
GSR2-4,Thinkware_0D,Thinkware_0D,04:32:f4:94:4a:0d,wpa2-personal,2g1,20,n,-93,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,18:64:72:4c:9a:70,wpa2-enterprise,5g36,40,n/ac,-79,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,20:a6:cd:43:3c:71,wpa2-enterprise,5g136,40,n/ac,-92,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:62:1f:b2,wpa2-enterprise,5g120,40,n/ac,-92,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:62:a0:22,wpa2-enterprise,2g6,20,n,-75,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:62:a0:32,wpa2-enterprise,5g112,40,n/ac,-83,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:30:82,wpa2-enterprise,2g1,20,n,-77,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:30:92,wpa2-enterprise,5g149,40,n/ac,-84,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:35:52,wpa2-enterprise,5g104,40,n/ac,-86,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4a:32,wpa2-enterprise,5g124,40,n/ac,-89,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4f:72,wpa2-enterprise,5g116,40,n/ac,-85,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:50:a2,wpa2-enterprise,2g11,20,n,-67,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:50:b2,wpa2-enterprise,5g153,40,n/ac,-64,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:57:42,wpa2-enterprise,2g11,20,n,-81,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:57:52,wpa2-enterprise,5g56,40,n/ac,-82,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:66:22,wpa2-enterprise,2g1,20,n,-83,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:66:32,wpa2-enterprise,5g48,40,n/ac,-89,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:6b:82,wpa2-enterprise,2g6,20,n,-44,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b0:b8:67:63:6b:92,wpa2-enterprise,5g60,40,n/ac,-37,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b0:81,wpa2-enterprise,2g11,20,n,-87,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b4:c1,wpa2-enterprise,2g1,20,n,-75,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b4:d1,wpa2-enterprise,5g52,40,n/ac,-88,100,0ms
GSR2-4,WLAN-SMU,WLAN-SMU,b4:5d:50:fe:41:91,wpa2-enterprise,5g100,40,n/ac,-94,100,0ms
PrintingRoom,ALEX_5G,ALEX_5G,42:f0:74:b5:80:dd,wpa2-personal,2g9,40,n,-93,100,0ms
PrintingRoom,BayView Hotel BH 1,BayView,02:0d:3c:2e:99:ef,open,5g140,20,a,-96,100,0ms
PrintingRoom,eduroam,eduroam,18:64:72:4c:9a:62,wpa2-enterprise,2g1,20,n,-57,100,0ms
PrintingRoom,eduroam,eduroam,18:64:72:4c:9a:72,wpa2-enterprise,5g36,40,n/ac,-58,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:62:a0:21,wpa2-enterprise,2g6,20,n,-88,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:62:a0:31,wpa2-enterprise,5g112,40,n/ac,-85,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:30:81,wpa2-enterprise,2g1,20,n,-84,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:30:91,wpa2-enterprise,5g149,40,n/ac,-83,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:35:41,wpa2-enterprise,2g1,20,n,-83,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:35:51,wpa2-enterprise,5g104,40,n/ac,-78,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:4a:31,wpa2-enterprise,5g124,40,n/ac,-94,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:4f:61,wpa2-enterprise,2g6,20,n,-80,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:4f:71,wpa2-enterprise,5g116,40,n/ac,-76,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:50:a1,wpa2-enterprise,2g11,20,n,-89,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:50:b1,wpa2-enterprise,5g153,40,n/ac,-79,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:57:41,wpa2-enterprise,2g11,20,n,-79,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:57:51,wpa2-enterprise,5g56,40,n/ac,-81,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:66:21,wpa2-enterprise,2g1,20,n,-75,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:66:31,wpa2-enterprise,5g48,40,n/ac,-77,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:6b:81,wpa2-enterprise,2g6,20,n,-63,100,0ms
PrintingRoom,eduroam,eduroam,b0:b8:67:63:6b:91,wpa2-enterprise,5g60,40,n/ac,-53,100,0ms
PrintingRoom,eduroam,eduroam,b4:5d:50:fd:b0:82,wpa2-enterprise,2g11,20,n,-87,100,0ms
PrintingRoom,eduroam,eduroam,b4:5d:50:fd:b0:92,wpa2-enterprise,5g48,40,n/ac,-89,100,0ms
PrintingRoom,eduroam,eduroam,b4:5d:50:fd:b4:c2,wpa2-enterprise,2g1,20,n,-82,100,0ms
PrintingRoom,eduroam,eduroam,b4:5d:50:fd:b4:d2,wpa2-enterprise,5g52,40,n/ac,-93,100,0ms
PrintingRoom,GNET_BB_GONX_E0B8DB,GNET_BB_GONX_E0B8DB,90:de:80:e0:b8:db,wpa2-personal,2g10,20,n,-93,100,0ms
PrintingRoom,i-DRIVE_i11_FA624D,i-DRIVE_i11_FA624D,1c:bf:ce:fa:62:4d,wpa2-personal,2g6,20,n,-90,100,0ms
PrintingRoom,NH,NH,06:5b:42:73:91:ad,wpa2-personal,2g11,20,n/ac,-94,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,18:64:72:4c:9a:61,open,2g1,20,n,-58,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,18:64:72:4c:9a:71,open,5g36,40,n/ac,-58,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:62:a0:30,open,5g112,40,n/ac,-85,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:30:90,open,5g149,40,n/ac,-83,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:35:40,open,2g1,20,n,-82,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:35:50,open,5g104,40,n/ac,-78,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4a:30,open,5g124,40,n/ac,-94,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4f:60,open,2g6,20,n,-80,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4f:70,open,5g116,40,n/ac,-76,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:50:a0,open,2g11,20,n,-89,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:50:b0,open,5g153,40,n/ac,-79,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:57:40,open,2g11,20,n,-79,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:57:50,open,5g56,40,n/ac,-81,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:66:20,open,2g1,20,n,-74,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:66:30,open,5g48,40,n/ac,-77,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:6b:80,open,2g6,20,n,-64,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b0:b8:67:63:6b:90,open,5g60,40,n/ac,-52,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b0:80,open,2g11,20,n,-86,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b0:90,open,5g48,40,n/ac,-89,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b4:c0,open,2g1,20,n,-82,100,0ms
PrintingRoom,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b4:d0,open,5g52,40,n/ac,-92,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,18:64:72:4c:9a:60,wpa2-enterprise,2g1,20,n,-58,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,18:64:72:4c:9a:70,wpa2-enterprise,5g36,40,n/ac,-58,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,18:64:72:5e:a9:70,wpa2-enterprise,5g149,40,n/ac,-95,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:62:a0:22,wpa2-enterprise,2g6,20,n,-87,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:62:a0:32,wpa2-enterprise,5g112,40,n/ac,-85,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:30:82,wpa2-enterprise,2g1,20,n,-84,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:30:92,wpa2-enterprise,5g149,40,n/ac,-84,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:35:42,wpa2-enterprise,2g1,20,n,-84,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:35:52,wpa2-enterprise,5g104,40,n/ac,-78,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4a:32,wpa2-enterprise,5g124,40,n/ac,-91,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4f:62,wpa2-enterprise,2g6,20,n,-80,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4f:72,wpa2-enterprise,5g116,40,n/ac,-76,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:50:a2,wpa2-enterprise,2g11,20,n,-89,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:50:b2,wpa2-enterprise,5g153,40,n/ac,-79,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:57:42,wpa2-enterprise,2g11,20,n,-80,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:57:52,wpa2-enterprise,5g56,40,n/ac,-81,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:66:22,wpa2-enterprise,2g1,20,n,-75,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:66:32,wpa2-enterprise,5g48,40,n/ac,-77,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:6b:82,wpa2-enterprise,2g6,20,n,-64,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b0:b8:67:63:6b:92,wpa2-enterprise,5g60,40,n/ac,-51,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b0:81,wpa2-enterprise,2g11,20,n,-87,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b0:91,wpa2-enterprise,5g48,40,n/ac,-89,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b4:c1,wpa2-enterprise,2g1,20,n,-82,100,0ms
PrintingRoom,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b4:d1,wpa2-enterprise,5g52,40,n/ac,-93,100,0ms
Stairs1,eduroam,eduroam,18:64:72:4c:9a:62,wpa2-enterprise,2g1,20,n,-71,100,0ms
Stairs1,eduroam,eduroam,18:64:72:4c:9a:72,wpa2-enterprise,5g36,40,n/ac,-73,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:35:41,wpa2-enterprise,2g1,20,n,-78,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:35:51,wpa2-enterprise,5g104,40,n/ac,-69,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:4a:21,wpa2-enterprise,2g11,20,n,-83,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:4a:31,wpa2-enterprise,5g124,40,n/ac,-88,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:4f:61,wpa2-enterprise,2g6,20,n,-68,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:4f:71,wpa2-enterprise,5g116,40,n/ac,-61,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:50:b1,wpa2-enterprise,5g153,40,n/ac,-89,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:57:41,wpa2-enterprise,2g11,20,n,-87,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:66:21,wpa2-enterprise,2g1,20,n,-61,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:66:31,wpa2-enterprise,5g48,40,n/ac,-61,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:6b:81,wpa2-enterprise,2g6,20,n,-69,100,0ms
Stairs1,eduroam,eduroam,b0:b8:67:63:6b:91,wpa2-enterprise,5g60,40,n/ac,-60,100,0ms
Stairs1,eduroam,eduroam,b4:5d:50:fd:b0:82,wpa2-enterprise,2g11,20,n,-82,100,0ms
Stairs1,eduroam,eduroam,b4:5d:50:fd:b0:92,wpa2-enterprise,5g48,40,n/ac,-90,100,0ms
Stairs1,eduroam,eduroam,b4:5d:50:fd:b4:c2,wpa2-enterprise,2g1,20,n,-86,100,0ms
Stairs1,eduroam,eduroam,b4:5d:50:fd:b4:d2,wpa2-enterprise,5g52,40,n/ac,-94,100,0ms
Stairs1,KingMagic666,KingMagic666,5e:e3:87:2d:9a:33,wpa3-transition,2g2,20,n/ac,-92,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,18:64:72:4c:9a:61,open,2g1,20,n,-71,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,18:64:72:4c:9a:71,open,5g36,40,n/ac,-73,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,18:64:72:5e:73:21,open,2g11,20,n,-92,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:30:90,open,5g149,40,n/ac,-95,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:35:40,open,2g1,20,n,-79,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:35:50,open,5g104,40,n/ac,-69,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4a:20,open,2g11,20,n,-83,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4a:30,open,5g124,40,n/ac,-88,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4f:60,open,2g6,20,n,-68,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:4f:70,open,5g116,40,n/ac,-61,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:50:b0,open,5g153,40,n/ac,-89,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:57:40,open,2g11,20,n,-87,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:57:50,open,5g56,40,n/ac,-95,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:66:20,open,2g1,20,n,-61,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:66:30,open,5g48,40,n/ac,-62,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:6b:80,open,2g6,20,n,-73,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b0:b8:67:63:6b:90,open,5g60,40,n/ac,-60,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b0:90,open,5g48,40,n/ac,-89,100,0ms
Stairs1,SMU_Visitor,SMU_Visitor,b4:5d:50:fd:b4:c0,open,2g1,20,n,-86,100,0ms
Stairs1,TP-Link_9AD2,TP-Link_9AD2,78:8c:b5:f5:9a:d2,wpa2-personal,2g1,40,n,-94,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,18:64:72:4c:9a:60,wpa2-enterprise,2g1,20,n,-72,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,18:64:72:4c:9a:70,wpa2-enterprise,5g36,40,n/ac,-72,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:35:42,wpa2-enterprise,2g1,20,n,-78,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:35:52,wpa2-enterprise,5g104,40,n/ac,-69,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4a:22,wpa2-enterprise,2g11,20,n,-82,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4a:32,wpa2-enterprise,5g124,40,n/ac,-88,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4f:62,wpa2-enterprise,2g6,20,n,-67,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:4f:72,wpa2-enterprise,5g116,40,n/ac,-61,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:50:b2,wpa2-enterprise,5g153,40,n/ac,-89,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:57:42,wpa2-enterprise,2g11,20,n,-87,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:66:22,wpa2-enterprise,2g1,20,n,-61,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:66:32,wpa2-enterprise,5g48,40,n/ac,-61,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:6b:82,wpa2-enterprise,2g6,20,n,-69,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b0:b8:67:63:6b:92,wpa2-enterprise,5g60,40,n/ac,-61,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b0:91,wpa2-enterprise,5g48,40,n/ac,-89,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b4:c1,wpa2-enterprise,2g1,20,n,-86,100,0ms
Stairs1,WLAN-SMU,WLAN-SMU,b4:5d:50:fd:b4:d1,wpa2-enterprise,5g52,40,n/ac,-92,100,0ms
